lsoa,mean_ptal_score,ptal_rating,sample_postcode,borough_outbound
E01008370,,,NE2 1JP,
E01008371,,,NE2 2DQ,
E01008372,,,NE2 2BE,
E01008373,,,NE2 2TP,
E01008374,,,NE3 3BQ,
E01008375,,,NE3 1JB,
E01008376,,,NE3 3BX,
E01008377,,,NE1 2YA,
E01008378,,,NE3 4EF,
E01008379,,,NE3 4HX,
E01008380,,,NE5 3AH,
E01008381,,,NE15 7AF,
E01008382,,,NE15 7JS,
E01008383,,,NE15 8AZ,
E01008384,,,NE15 7JY,
E01008385,,,NE15 7JW,
E01008386,,,NE15 7QJ,
E01008387,,,NE15 6UF,
E01008388,,,NE6 2HX,
E01008389,,,NE6 2LJ,
E01008390,,,NE6 2LU,
E01008391,,,NE6 2RA,
E01008392,,,NE6 1EH,
E01008394,,,NE1 4TU,
E01008395,,,NE1 4DA,
E01008396,,,NE2 4LA,
E01008397,,,NE1 4BF,
E01008398,,,NE4 5AJ,
E01008399,,,NE4 5AF,
E01008400,,,NE15 8LR,
E01008401,,,NE15 9AD,
E01008402,,,NE15 8HG,
E01008403,,,NE15 9AA,
E01008404,,,NE15 8HA,
E01008405,,,NE15 9AB,
E01008406,,,NE1 2AH,
E01008407,,,NE1 2SU,
E01008409,,,NE2 1AG,
E01008410,,,NE2 1AQ,
E01008411,,,NE2 1BN,
E01008412,,,NE6 1ER,
E01008413,,,NE6 5AB,
E01008415,,,NE15 6AF,
E01008416,,,NE15 7AB,
E01008418,,,NE2 3QS,
E01008419,,,NE3 1AA,
E01008420,,,NE2 3NL,
E01008421,,,NE3 3UE,
E01008422,,,NE2 2HP,
E01008423,,,NE2 3NH,
E01008424,,,NE3 1DG,
E01008425,,,NE6 3AW,
E01008426,,,NE6 2NE,
E01008427,,,NE6 2NN,
E01008428,,,NE6 2NH,
E01008429,,,NE6 2TF,
E01008430,,,NE6 4DD,
E01008431,,,NE6 3AA,
E01008432,,,NE6 2LA,
E01008433,,,NE6 4NJ,
E01008434,,,NE6 4PQ,
E01008435,,,NE6 4AR,
E01008436,,,NE28 6DA,
E01008437,,,NE1 6HH,
E01008438,,,NE1 3NA,
E01008439,,,NE4 5DL,
E01008441,,,NE5 1BF,
E01008442,,,NE5 1HR,
E01008443,,,NE15 9DH,
E01008444,,,NE5 1AG,
E01008445,,,NE5 2LB,
E01008446,,,NE5 1NH,
E01008447,,,NE5 1DD,
E01008448,,,NE5 1DH,
E01008449,,,NE4 5AA,
E01008450,,,NE4 9AF,
E01008451,,,NE4 9RU,
E01008452,,,NE4 9DF,
E01008453,,,NE4 9AU,
E01008455,,,NE4 9AH,
E01008456,,,NE5 4AB,
E01008457,,,NE5 1LY,
E01008458,,,NE13 7AL,
E01008459,,,NE5 4BW,
E01008460,,,NE5 4HS,
E01008461,,,NE28 9FP,
E01008462,,,NE28 9AN,
E01008463,,,NE28 9AF,
E01008464,,,NE28 9AD,
E01008465,,,NE28 9AA,
E01008466,,,NE28 9PY,
E01008467,,,NE28 9PZ,
E01008468,,,NE28 9GD,
E01008469,,,NE10 0QA,
E01008470,,,NE12 0AR,
E01008471,,,NE12 0HX,
E01008472,,,NE12 9AH,
E01008473,,,NE12 0JB,
E01008474,,,NE12 8DF,
E01008475,,,NE12 0NG,
E01008476,,,NE12 0RF,
E01008477,,,NE12 0DL,
E01008478,,,NE23 7AG,
E01008479,,,NE12 0NF,
E01008480,,,NE23 7AH,
E01008481,,,NE29 7BL,
E01008482,,,NE29 0EZ,
E01008483,,,NE29 0BS,
E01008484,,,NE29 6BP,
E01008485,,,NE29 0EU,
E01008486,,,NE29 0QE,
E01008487,,,NE29 7EG,
E01008488,,,NE27 0BL,
E01008489,,,NE29 8NR,
E01008490,,,NE29 8AL,
E01008491,,,NE25 0WT,
E01008492,,,NE29 7DF,
E01008493,,,NE26 1PJ,
E01008494,,,NE29 9PX,
E01008495,,,NE30 3AA,
E01008496,,,NE26 2PE,
E01008497,,,NE30 3AG,
E01008498,,,NE29 9QA,
E01008499,,,NE12 0DQ,
E01008500,,,NE12 0AA,
E01008501,,,NE12 9BS,
E01008502,,,NE12 9AJ,
E01008503,,,NE12 9BZ,
E01008504,,,NE12 0EZ,
E01008505,,,NE12 0AB,
E01008506,,,NE12 0AF,
E01008507,,,NE12 0AZ,
E01008508,,,NE28 0BY,
E01008509,,,NE28 0HP,
E01008510,,,NE28 0AB,
E01008511,,,NE28 0LF,
E01008512,,,NE28 0AN,
E01008513,,,NE12 8DG,
E01008514,,,NE12 0NP,
E01008516,,,NE12 0DP,
E01008517,,,NE25 8EB,
E01008518,,,NE25 9EX,
E01008519,,,NE25 9AG,
E01008520,,,NE25 8DB,
E01008521,,,NE25 9NF,
E01008522,,,NE25 8DL,
E01008523,,,NE26 3AD,
E01008524,,,NE29 0AA,
E01008525,,,NE29 9AT,
E01008526,,,NE29 0NX,
E01008527,,,NE29 0LL,
E01008528,,,NE29 0LJ,
E01008529,,,NE29 0AN,
E01008530,,,NE29 0HZ,
E01008531,,,NE12 9SH,
E01008532,,,NE28 8AD,
E01008533,,,NE28 8AA,
E01008534,,,NE28 8AL,
E01008535,,,NE28 8AH,
E01008536,,,NE28 7LR,
E01008537,,,NE28 8JD,
E01008538,,,NE28 8TP,
E01008539,,,NE29 6AR,
E01008540,,,NE28 0JH,
E01008541,,,NE29 6AA,
E01008542,,,NE28 0AD,
E01008543,,,NE28 0AA,
E01008544,,,NE29 6BY,
E01008545,,,NE29 6BB,
E01008546,,,NE26 1BQ,
E01008547,,,NE25 9TZ,
E01008548,,,NE25 9GA,
E01008549,,,NE25 0SZ,
E01008550,,,NE26 1LB,
E01008551,,,NE26 1HG,
E01008552,,,NE12 9NA,
E01008553,,,NE25 8AA,
E01008554,,,NE25 8AS,
E01008555,,,NE25 8HP,
E01008556,,,NE25 8XT,
E01008557,,,NE29 8LR,
E01008558,,,NE30 2JB,
E01008559,,,NE30 2AY,
E01008560,,,NE30 2DW,
E01008561,,,NE30 1AD,
E01008562,,,NE30 2LJ,
E01008563,,,NE30 2BG,
E01008564,,,NE25 9BE,
E01008565,,,NE12 0DN,
E01008567,,,NE27 0DP,
E01008568,,,NE27 0BS,
E01008569,,,NE27 0BH,
E01008570,,,NE27 0BY,
E01008571,,,NE28 6AD,
E01008572,,,NE28 6AN,
E01008573,,,NE28 6JA,
E01008574,,,NE28 6BB,
E01008575,,,NE28 6AA,
E01008576,,,NE28 7AB,
E01008577,,,NE12 0XB,
E01008578,,,NE23 7AB,
E01008579,,,NE13 6AA,
E01008580,,,NE13 7BH,
E01008581,,,NE13 6AZ,
E01008582,,,NE13 6BB,
E01008583,,,NE23 7AA,
E01008584,,,NE26 1AB,
E01008585,,,NE25 8HD,
E01008586,,,NE25 8EY,
E01008587,,,NE26 2AP,
E01008588,,,NE25 8QA,
E01008589,,,NE25 8PH,
E01008590,,,NE33 4QX,
E01008591,,,NE33 4JE,
E01008592,,,NE33 4TB,
E01008593,,,NE34 0AL,
E01008594,,,NE34 0AN,
E01008595,,,NE33 2PZ,
E01008596,,,NE33 1NR,
E01008597,,,NE33 2AH,
E01008598,,,NE33 1UA,
E01008599,,,NE33 1LH,
E01008600,,,NE32 3AB,
E01008601,,,NE32 3AE,
E01008602,,,NE32 3RB,
E01008603,,,NE32 4AG,
E01008604,,,NE31 1EJ,
E01008605,,,NE34 9DT,
E01008606,,,NE34 9HL,
E01008607,,,NE34 9HG,
E01008608,,,NE34 9DF,
E01008609,,,NE34 9HJ,
E01008610,,,NE35 9AP,
E01008611,,,NE32 3NS,
E01008612,,,NE35 9AA,
E01008613,,,NE35 9AD,
E01008614,,,NE35 9BF,
E01008615,,,NE35 9LY,
E01008616,,,NE36 0AD,
E01008617,,,NE36 0AA,
E01008618,,,NE36 0AF,
E01008619,,,NE34 8DZ,
E01008620,,,NE36 0AB,
E01008622,,,NE33 1QP,
E01008624,,,NE34 7BE,
E01008625,,,NE34 7NR,
E01008627,,,NE32 3BZ,
E01008628,,,NE32 4LH,
E01008629,,,NE10 8YD,
E01008630,,,NE32 4BF,
E01008631,,,NE32 4AA,
E01008632,,,NE32 4BS,
E01008633,,,NE34 6NX,
E01008634,,,NE34 6BJ,
E01008635,,,NE34 6AD,
E01008636,,,NE34 6RE,
E01008637,,,NE34 7BH,
E01008638,,,NE31 1AN,
E01008639,,,NE31 1AR,
E01008640,,,NE31 1AD,
E01008641,,,NE31 1AA,
E01008642,,,NE31 1AE,
E01008643,,,NE31 1UH,
E01008644,,,NE31 2DD,
E01008645,,,NE31 2AY,
E01008646,,,NE31 1UL,
E01008647,,,NE34 6ES,
E01008648,,,NE33 2HJ,
E01008649,,,NE34 7HN,
E01008650,,,NE34 6DX,
E01008651,,,NE34 6LF,
E01008652,,,NE31 1HF,
E01008653,,,NE31 1HA,
E01008654,,,NE31 1YF,
E01008655,,,NE31 1JA,
E01008656,,,NE31 2RG,
E01008657,,,NE31 2HG,
E01008658,,,NE31 2AA,
E01008659,,,NE31 2AJ,
E01008660,,,NE32 3JT,
E01008661,,,NE32 3BJ,
E01008662,,,NE32 5DD,
E01008663,,,NE32 5BW,
E01008664,,,NE33 4AA,
E01008665,,,NE33 5AG,
E01008666,,,NE33 1SH,
E01008667,,,NE33 1AA,
E01008668,,,NE33 1DF,
E01008669,,,NE34 9AP,
E01008670,,,NE34 9BG,
E01008671,,,NE33 1HA,
E01008672,,,NE33 5SP,
E01008673,,,NE33 1DG,
E01008674,,,NE33 1EY,
E01008675,,,NE33 3AR,
E01008676,,,NE33 3AA,
E01008677,,,NE33 3BH,
E01008678,,,NE33 3DP,
E01008679,,,NE33 4BW,
E01008680,,,NE33 1QN,
E01008681,,,NE34 0DL,
E01008682,,,NE34 0EN,
E01008683,,,NE33 4BD,
E01008684,,,NE34 7AA,
E01008685,,,NE34 7AD,
E01008688,,,NE34 8EZ,
E01008689,,,NE34 8HB,
E01008690,,,NE34 8EP,
E01008691,,,NE34 8BT,
E01008692,,,NE34 8JX,
E01008843,,,NE38 7DR,
E01008844,,,NE37 1LU,
E01008845,,,NE38 7AD,
E01008846,,,NE38 8DA,
E01008847,,,NE38 8EH,
E01008848,,,NE37 1EP,
E01008849,,,NE38 7NE,
E01008850,,,NE38 7LW,
E01008851,,,NE38 7AU,
E01008852,,,NE38 7AP,
E01008853,,,NE37 2AA,
E01008854,,,NE37 2AE,
E01008855,,,NE36 0BB,
E01008856,,,NE37 2AD,
E01008857,,,NE37 2EJ,
E01008858,,,NE37 2AT,
E01008859,,,NE37 3AJ,
E01008860,,,NE37 1PS,
E01008861,,,NE37 1XJ,
E01008862,,,NE38 0RB,
E01008863,,,NE38 8BJ,
E01008864,,,NE38 8AT,
E01008865,,,NE37 1NE,
E01008866,,,NE37 1LJ,
E01008867,,,NE38 0HB,
E01008868,,,NE38 0ES,
E01008869,,,NE38 0AW,
E01008870,,,NE38 0DS,
E01008871,,,NE38 0PB,
E01008872,,,NE37 1LB,
E01008873,,,NE37 1EY,
E01008874,,,NE37 1BH,
E01008875,,,NE37 1ES,
E01008876,,,NE37 1BF,
E01008877,,,NE38 7SN,
E01008878,,,NE37 1AA,
E01008879,,,NE37 1AJ,
E01008880,,,NE37 1AZ,
E01009763,,,WV14 8AP,
E01009764,,,WV14 8HB,
E01009765,,,WV14 9AA,
E01009766,,,WV14 9AB,
E01009767,,,WV14 8AL,
E01009768,,,WV14 9BA,
E01009769,,,WV14 8AR,
E01009770,,,WV14 0SE,
E01009771,,,WV14 9AP,
E01009775,,,WV14 9TA,
E01009776,,,WV14 9TJ,
E01009777,,,WV14 9RA,
E01009778,,,WV14 9HA,
E01009898,,,WV1 1SQ,
E01009901,,,WV4 6AZ,
E01009960,,,WS10 0AU,
E01009961,,,WS10 0PH,
E01009962,,,WS10 0EB,
E01009963,,,WS10 0ED,
E01009964,,,WS10 0HZ,
E01009965,,,WS10 0HP,
E01009966,,,WS10 0DG,
E01009967,,,WS1 4NH,
E01009969,,,WS5 4AF,
E01009970,,,WS5 4BJ,
E01009971,,,WS5 4BG,
E01009973,,,WS10 0LD,
E01010034,,,WS10 7AF,
E01010035,,,WV14 8NR,
E01010036,,,WV14 8AG,
E01010085,,,WS10 0PQ,
E01010086,,,WS10 9JD,
E01010087,,,WS10 9BT,
E01010088,,,WS10 9BP,
E01010089,,,WS10 0AB,
E01010090,,,WS10 7BE,
E01010091,,,WS10 9AA,
E01010092,,,WS10 0DF,
E01010096,,,WS10 0AA,
E01010097,,,WS10 7EL,
E01010098,,,WS10 0DS,
E01010100,,,WS10 0AP,
E01010241,,,WS9 0AL,
E01010242,,,WS9 8AF,
E01010243,,,WS9 0GA,
E01010244,,,WS9 0BN,
E01010245,,,WS9 0AA,
E01010246,,,WS4 2JR,
E01010247,,,WS9 0AE,
E01010248,,,WS9 0AH,
E01010249,,,WS8 7BP,
E01010250,,,WS8 6DP,
E01010251,,,WS8 7EY,
E01010252,,,WS8 7AF,
E01010253,,,WS9 9BZ,
E01010254,,,WS9 9HQ,
E01010255,,,WS9 0NF,
E01010256,,,WS9 8HE,
E01010257,,,WS9 8HA,
E01010258,,,WS2 0BD,
E01010259,,,WS2 0AA,
E01010260,,,WS2 0AU,
E01010261,,,WS10 8DF,
E01010262,,,WS10 8EP,
E01010263,,,WS10 8AA,
E01010264,,,WS10 8AD,
E01010265,,,WS10 8BJ,
E01010266,,,WS2 0ES,
E01010267,,,WS2 7HG,
E01010268,,,WS2 8DQ,
E01010269,,,WS2 8AL,
E01010270,,,WS2 8DL,
E01010271,,,WS2 7AB,
E01010272,,,WS3 1HD,
E01010273,,,WS2 7DG,
E01010274,,,WS2 7DU,
E01010275,,,WS2 7DX,
E01010277,,,WS2 7AA,
E01010279,,,WS3 1AE,
E01010282,,,WS3 1EL,
E01010283,,,WS3 1AR,
E01010284,,,WS3 3BH,
E01010285,,,WS3 3AG,
E01010286,,,WS3 1LY,
E01010287,,,WS3 2DG,
E01010288,,,WS3 1HJ,
E01010289,,,WS3 1BP,
E01010290,,,WS3 3BG,
E01010291,,,WS3 2LT,
E01010292,,,WS3 2DJ,
E01010293,,,WS3 2AZ,
E01010294,,,WS2 7ED,
E01010295,,,WS3 2BF,
E01010296,,,WS3 2JP,
E01010297,,,WS3 3NT,
E01010298,,,WS3 2PL,
E01010299,,,WS3 2RG,
E01010300,,,WS3 2LR,
E01010301,,,WS8 7JU,
E01010302,,,WS8 6AP,
E01010303,,,WS8 7HL,
E01010304,,,WS8 6JE,
E01010305,,,WS8 6AF,
E01010306,,,WS8 6AA,
E01010307,,,WS3 4BE,
E01010308,,,WS8 6AB,
E01010309,,,WS10 7NS,
E01010310,,,WS1 3DS,
E01010311,,,WS10 7RY,
E01010312,,,WS10 8BF,
E01010313,,,WS10 7BG,
E01010314,,,WS10 8RE,
E01010315,,,WS10 7BZ,
E01010316,,,WS10 8HU,
E01010317,,,WS4 2AD,
E01010318,,,WS1 1AB,
E01010319,,,WS4 1NZ,
E01010320,,,WS4 1EZ,
E01010321,,,WS4 1LZ,
E01010322,,,WS4 1EL,
E01010323,,,WS4 1HE,
E01010324,,,WS4 1DG,
E01010325,,,WS4 1GA,
E01010326,,,WS1 2BA,
E01010327,,,WS1 2BG,
E01010328,,,WS1 2DD,
E01010329,,,WS5 3AL,
E01010330,,,WS1 2BY,
E01010331,,,WS5 3DP,
E01010332,,,WS1 3EX,
E01010333,,,WS5 3DZ,
E01010334,,,WS5 3HS,
E01010335,,,WS1 4ED,
E01010336,,,WS1 4AA,
E01010337,,,WS5 4AD,
E01010338,,,WS1 3HD,
E01010339,,,WS1 3EY,
E01010340,,,WS1 3QS,
E01010341,,,WS1 4DQ,
E01010342,,,WS1 3HR,
E01010343,,,WS1 3RJ,
E01010344,,,WS1 3HJ,
E01010345,,,WS3 4AP,
E01010346,,,WS3 4EP,
E01010347,,,WS3 4AA,
E01010348,,,WS3 4AG,
E01010349,,,WS3 4AX,
E01010350,,,WS3 4AD,
E01010351,,,WS3 4BL,
E01010352,,,WS3 4AS,
E01010353,,,WS4 1AE,
E01010354,,,WS4 1AA,
E01010356,,,WS5 3RB,
E01010357,,,WS9 0RF,
E01010361,,,WS1 4NL,
E01010362,,,WS2 8DS,
E01010363,,,WS1 1NA,
E01010364,,,WS1 3RY,
E01010365,,,WS2 9AA,
E01010366,,,WS2 9BG,
E01010367,,,WS2 9AH,
E01010368,,,WS1 1AA,
E01010369,,,WS1 1DJ,
E01010370,,,WS1 2EJ,
E01010371,,,WS1 1ER,
E01010372,,,WS1 3AL,
E01010373,,,WS1 2NH,
E01010374,,,WS2 7AF,
E01010375,,,WS2 7AZ,
E01010376,,,WV12 4DB,
E01010377,,,WV12 4HL,
E01010378,,,WS2 7LU,
E01010379,,,WV12 4AD,
E01010380,,,WV12 4PX,
E01010381,,,WV12 4BF,
E01010382,,,WV12 4AA,
E01010383,,,WV12 4BP,
E01010388,,,WS9 0NS,
E01010392,,,WS9 0PH,
E01010393,,,WV12 5JS,
E01010394,,,WV12 5AJ,
E01010395,,,WV12 5AH,
E01010396,,,WV12 5HH,
E01010397,,,WV12 5DR,
E01010398,,,WV11 2DU,
E01010399,,,WV12 5AR,
E01010400,,,WV11 2EA,
E01010401,,,WV13 3AL,
E01010402,,,WS2 0AH,
E01010403,,,WV13 1FB,
E01010404,,,WV13 1AB,
E01010405,,,WS10 8LG,
E01010406,,,WV13 1DH,
E01010407,,,WV11 3SU,
E01010408,,,WV13 1AF,
E01010409,,,WS2 0AB,
E01010410,,,WV14 0AF,
E01010411,,,WV14 8AY,
E01010412,,,WV14 0PN,
E01010413,,,WV14 8AS,
E01010414,,,WV14 0AA,
E01010415,,,WV14 6NP,
E01010416,,,WV14 7AA,
E01010417,,,WV14 6DE,
E01010418,,,WV13 2JH,
E01010419,,,WV14 6AU,
E01010420,,,WV14 6AB,
E01010421,,,WV13 3JP,
E01010422,,,WV14 6AA,
E01010423,,,WV13 3AH,
E01010424,,,WV13 3EF,
E01010425,,,WV13 3QF,
E01010426,,,WV2 3BJ,
E01010427,,,WV2 3BB,
E01010428,,,WV2 3AX,
E01010429,,,WV2 3EN,
E01010430,,,WV2 3DT,
E01010431,,,WV4 5AL,
E01010432,,,WV4 5AH,
E01010433,,,WV2 1EA,
E01010434,,,WV10 6AE,
E01010435,,,WV10 6AA,
E01010436,,,WV10 6AU,
E01010437,,,WV10 8TA,
E01010438,,,WV10 6LD,
E01010439,,,WV10 7HZ,
E01010440,,,WV10 8AB,
E01010441,,,WV10 6BG,
E01010442,,,WV1 2EJ,
E01010443,,,WV1 2BS,
E01010444,,,WV1 2AA,
E01010445,,,WV1 2AD,
E01010446,,,WV1 2BH,
E01010447,,,WV1 2BA,
E01010448,,,WV1 2DH,
E01010449,,,WV2 2DE,
E01010450,,,WV14 0BP,
E01010451,,,WV14 0BB,
E01010452,,,WV2 2BP,
E01010453,,,WV2 1DL,
E01010454,,,WV2 1DN,
E01010455,,,WV14 0AR,
E01010456,,,WV10 8DE,
E01010457,,,WV10 8AL,
E01010458,,,WV11 1BJ,
E01010459,,,WV10 0SG,
E01010460,,,WV10 0NF,
E01010461,,,WV10 0ST,
E01010462,,,WV10 8LD,
E01010463,,,WV1 4JN,
E01010464,,,WV1 4NX,
E01010465,,,WV3 0AR,
E01010466,,,WV3 0AN,
E01010467,,,WV3 0AA,
E01010468,,,WV3 7AB,
E01010469,,,WV3 7BD,
E01010470,,,WV3 0AE,
E01010471,,,WV10 0AS,
E01010472,,,WV1 1AA,
E01010473,,,WV10 0DX,
E01010474,,,WV11 1NB,
E01010475,,,WV11 1GR,
E01010476,,,WV10 0LU,
E01010477,,,WV10 0LR,
E01010478,,,WV10 0AN,
E01010479,,,WV10 0NJ,
E01010480,,,WV10 0NG,
E01010481,,,WV10 8BJ,
E01010482,,,WV10 8BU,
E01010483,,,WV10 9BE,
E01010484,,,WV10 9BA,
E01010485,,,WV10 9AZ,
E01010486,,,WV10 9GR,
E01010487,,,WV3 7JH,
E01010488,,,WV3 7HE,
E01010489,,,WV3 7LH,
E01010490,,,WV3 7LQ,
E01010491,,,WV4 4JU,
E01010492,,,WV4 4JZ,
E01010493,,,WV3 7HT,
E01010494,,,WV3 8BY,
E01010495,,,WV10 6ED,
E01010496,,,WV9 5AP,
E01010497,,,WV9 5HA,
E01010498,,,WV9 5NZ,
E01010499,,,WV10 6AY,
E01010500,,,WV10 6RY,
E01010501,,,WV10 6TX,
E01010502,,,WV10 6AP,
E01010503,,,WV10 6DE,
E01010504,,,WV3 8BE,
E01010505,,,WV3 9BY,
E01010506,,,WV1 4SN,
E01010507,,,WV3 8AY,
E01010508,,,WV1 4AB,
E01010509,,,WV3 8DA,
E01010510,,,WV6 0BB,
E01010511,,,WV1 4AL,
E01010512,,,WV1 4TB,
E01010513,,,WV4 4BG,
E01010514,,,WV4 4HL,
E01010515,,,WV4 5NP,
E01010516,,,WV3 7NA,
E01010517,,,WV4 4EG,
E01010518,,,WV3 7LY,
E01010519,,,WV2 4PS,
E01010520,,,WV4 5AS,
E01010521,,,WV1 1AB,
E01010522,,,WV1 1NF,
E01010523,,,WV6 0FN,
E01010524,,,WV6 0ER,
E01010525,,,WV6 0ES,
E01010526,,,WV1 4RN,
E01010527,,,WV6 0HD,
E01010528,,,WV1 1HR,
E01010529,,,WV1 4AA,
E01010530,,,WV1 3AZ,
E01010531,,,WV14 9BP,
E01010532,,,WV14 9BB,
E01010533,,,WV4 6AR,
E01010534,,,WV14 9PP,
E01010535,,,WV4 6BU,
E01010536,,,WV4 6AT,
E01010537,,,WV4 6NA,
E01010538,,,WV14 9BG,
E01010539,,,WV6 0HS,
E01010540,,,WV6 8QA,
E01010541,,,WV8 1TA,
E01010542,,,WV6 9EN,
E01010543,,,WV8 1TH,
E01010544,,,WV6 9DE,
E01010545,,,WV6 9EF,
E01010546,,,WV6 7LA,
E01010547,,,WV6 0JY,
E01010548,,,WV16 8LE,
E01010549,,,WV6 8AL,
E01010550,,,WV3 8JU,
E01010551,,,WV6 8AA,
E01010552,,,WV3 8HB,
E01010553,,,WV6 8ET,
E01010554,,,WV11 2QF,
E01010555,,,WV11 2EH,
E01010556,,,WV11 2LF,
E01010557,,,WV11 2JL,
E01010558,,,WV11 1YH,
E01010559,,,WV11 2HX,
E01010560,,,WV11 2ET,
E01010561,,,WV11 3BE,
E01010562,,,WV11 1NR,
E01010563,,,WV11 3DZ,
E01010564,,,WV10 0TH,
E01010565,,,WV11 3FF,
E01010566,,,WV11 1JP,
E01010567,,,WV11 1GA,
E01010879,,,WF14 0BS,
E01011013,,,WF12 7HU,
E01011014,,,WF17 5LZ,
E01011015,,,WF17 5AA,
E01011016,,,WF17 5AH,
E01011017,,,WF17 5TR,
E01011018,,,WF17 7AA,
E01011019,,,WF12 7NE,
E01011020,,,WF13 2HQ,
E01011021,,,WF12 7DS,
E01011022,,,WF12 7BS,
E01011023,,,WF13 1EE,
E01011024,,,WF17 0LP,
E01011025,,,WF13 3NE,
E01011026,,,WF13 4AA,
E01011027,,,WF17 0DB,
E01011028,,,WF17 0AA,
E01011029,,,WF17 0AT,
E01011030,,,WF17 8EA,
E01011031,,,WF16 9QA,
E01011032,,,WF17 5TS,
E01011033,,,WF17 7EU,
E01011034,,,WF17 5RL,
E01011035,,,WF13 4AW,
E01011036,,,WF17 7DG,
E01011037,,,WF13 4AL,
E01011048,,,WF16 9BE,
E01011049,,,WF17 9BB,
E01011050,,,WF17 0DD,
E01011051,,,WF17 9LF,
E01011052,,,WF17 0AW,
E01011053,,,WF17 0DE,
E01011054,,,WF17 0AE,
E01011059,,,WF17 9BP,
E01011063,,,WF15 6LN,
E01011066,,,WF15 8BL,
E01011067,,,WF15 8BW,
E01011091,,,WF14 0EB,
E01011092,,,WF14 8EB,
E01011109,,,WF4 4AG,
E01011121,,,WF12 8DL,
E01011122,,,WF12 8NN,
E01011123,,,WF12 7AA,
E01011124,,,WF12 8BD,
E01011125,,,WF12 7AY,
E01011126,,,WF12 7HP,
E01011127,,,WF12 7EH,
E01011128,,,WF13 1RW,
E01011129,,,WF12 7AN,
E01011130,,,WF12 7BA,
E01011132,,,WF14 0DU,
E01011133,,,WF13 1YT,
E01011134,,,WF13 3AA,
E01011136,,,WF13 2JA,
E01011137,,,WF13 3NS,
E01011138,,,WF13 2LE,
E01011139,,,WF13 3EG,
E01011140,,,WF13 3EE,
E01011141,,,WF12 9BX,
E01011142,,,WF14 0AN,
E01011143,,,WF13 3AF,
E01011144,,,WF13 3BS,
E01011156,,,WF15 6QA,
E01011157,,,WF13 4BG,
E01011158,,,WF15 7AX,
E01011159,,,WF14 0BT,
E01011160,,,WF15 7AF,
E01011161,,,WF13 4BY,
E01011162,,,WF14 0DH,
E01011163,,,WF16 9AL,
E01011164,,,WF15 6HZ,
E01011165,,,WF16 9EJ,
E01011166,,,WF16 0EH,
E01011167,,,WF15 6WX,
E01011192,,,WF14 8ED,
E01011193,,,WF1 9AW,
E01011197,,,WF4 4BP,
E01011211,,,WF17 9XF,
E01011212,,,WF14 8AR,
E01011213,,,WF14 8AE,
E01011214,,,WF14 8BP,
E01011215,,,WF14 8AA,
E01011216,,,WF14 0BJ,
E01011217,,,WF14 0JE,
E01011218,,,WF14 0AD,
E01011219,,,WF14 9AZ,
E01011220,,,WF14 0DY,
E01011221,,,WF14 0AA,
E01011229,,,WF14 8LU,
E01011241,,,WF17 9HZ,
E01011243,,,WF17 9HT,
E01011245,,,WF15 6AD,
E01011246,,,WF15 6AA,
E01011247,,,WF15 6JH,
E01011248,,,WF15 6AS,
E01011249,,,WF15 6NF,
E01011250,,,WF15 6AR,
E01011251,,,WF15 8BQ,
E01011252,,,WF12 0BL,
E01011253,,,WF12 0DN,
E01011254,,,WF12 0DF,
E01011255,,,WF12 0BB,
E01011256,,,WF12 0DW,
E01011257,,,WF12 0WA,
E01011258,,,WF12 9BY,
E01011259,,,WF12 9BP,
E01011260,,,WF12 0RZ,
E01011261,,,WF12 0AA,
E01011262,,,WF12 0AG,
E01011263,,,WF12 0AD,
E01011299,,,WF10 2AA,
E01011303,,,WF10 2AX,
E01011307,,,WF10 2AF,
E01011308,,,WF10 2EP,
E01011496,,,WF3 3AA,
E01011499,,,WF3 2FD,
E01011500,,,WF3 3LD,
E01011535,,,WF3 1AA,
E01011536,,,WF2 0SA,
E01011537,,,WF3 2AA,
E01011538,,,WF3 1FB,
E01011540,,,WF3 1BU,
E01011546,,,WF17 0AF,
E01011547,,,WF3 1HX,
E01011548,,,WF12 7JH,
E01011549,,,WF3 1AT,
E01011550,,,WF3 1BF,
E01011551,,,WF3 2AS,
E01011552,,,WF3 1FA,
E01011553,,,WF3 1AB,
E01011634,,,WF3 3FY,
E01011636,,,WF3 3QS,
E01011740,,,WF10 2NA,
E01011741,,,WF10 3JT,
E01011742,,,WF10 2ND,
E01011743,,,WF10 3FA,
E01011744,,,WF10 1UU,
E01011745,,,WF10 2NH,
E01011746,,,WF10 2NE,
E01011747,,,WF10 3AP,
E01011748,,,WF10 2RX,
E01011749,,,WF10 4FR,
E01011750,,,WF10 3DE,
E01011751,,,WF10 3AA,
E01011752,,,WF10 1HF,
E01011753,,,WF10 4AN,
E01011754,,,WF10 1UX,
E01011755,,,WF10 1UZ,
E01011756,,,WF10 4EW,
E01011757,,,WF10 5FH,
E01011758,,,WF10 1WX,
E01011759,,,WF10 1BY,
E01011760,,,WF10 1AA,
E01011761,,,WF10 1QZ,
E01011762,,,WF10 1AB,
E01011763,,,WF10 5AA,
E01011764,,,WF10 5ES,
E01011765,,,WF4 1AN,
E01011766,,,WF4 1AB,
E01011767,,,WF7 7EA,
E01011768,,,WF7 7BU,
E01011769,,,WF4 1QJ,
E01011770,,,WF7 7AS,
E01011771,,,WF4 2AJ,
E01011772,,,WF4 2AA,
